<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,1,16/07/20,20:39:00,211.4100000,211.4100000,211.3700000,211.3700000,510
SBER,1,16/07/20,20:40:00,211.4100000,211.4100000,211.3700000,211.3700000,410
SBER,1,16/07/20,20:41:00,211.3700000,211.4000000,211.3700000,211.4000000,1910
SBER,1,16/07/20,20:42:00,211.3600000,211.4000000,211.3600000,211.3600000,1890
SBER,1,16/07/20,20:43:00,211.4000000,211.4000000,211.3300000,211.3300000,3190
SBER,1,16/07/20,20:44:00,211.3300000,211.3300000,211.2300000,211.2300000,2400
SBER,1,16/07/20,20:45:00,211.2500000,211.3600000,211.2400000,211.2400000,160
SBER,1,16/07/20,20:46:00,211.3500000,211.3600000,211.3500000,211.3600000,120
SBER,1,16/07/20,20:47:00,211.2700000,211.3600000,211.2700000,211.3600000,2110
SBER,1,16/07/20,20:48:00,211.2600000,211.3700000,211.2500000,211.2700000,350
SBER,1,16/07/20,20:49:00,211.3500000,211.3600000,211.2800000,211.3600000,2140
SBER,1,16/07/20,20:50:00,211.2800000,211.3700000,211.2800000,211.3000000,2320
SBER,1,16/07/20,20:51:00,211.3200000,211.4900000,211.3200000,211.4900000,14520
SBER,1,16/07/20,20:52:00,211.4900000,211.5000000,211.3800000,211.4300000,12210
SBER,1,16/07/20,20:53:00,211.4300000,211.4300000,211.3900000,211.3900000,920
SBER,1,16/07/20,20:54:00,211.4400000,211.4700000,211.3900000,211.3900000,2130
SBER,1,16/07/20,20:56:00,211.4000000,211.4600000,211.4000000,211.4600000,90
SBER,1,16/07/20,20:57:00,211.4600000,211.4600000,211.3900000,211.3900000,310
SBER,1,16/07/20,20:58:00,211.4600000,211.4900000,211.3900000,211.4400000,6080
SBER,1,16/07/20,20:59:00,211.4600000,211.4800000,211.3300000,211.3300000,6260
SBER,1,16/07/20,21:00:00,211.4000000,211.4600000,211.3400000,211.3400000,1010
SBER,1,16/07/20,21:01:00,211.4400000,211.4600000,211.3300000,211.4600000,4070
SBER,1,16/07/20,21:02:00,211.3500000,211.4600000,211.3500000,211.3900000,1410
SBER,1,16/07/20,21:03:00,211.4600000,211.5000000,211.4300000,211.5000000,3450
SBER,1,16/07/20,21:04:00,211.4900000,211.4900000,211.4900000,211.4900000,20
SBER,1,16/07/20,21:05:00,211.4900000,211.5000000,211.3800000,211.4700000,3110
SBER,1,16/07/20,21:06:00,211.4800000,211.5000000,211.4000000,211.4300000,30190
SBER,1,16/07/20,21:07:00,211.4300000,211.5300000,211.4300000,211.4400000,10670
SBER,1,16/07/20,21:08:00,211.5400000,211.5600000,211.4500000,211.4700000,2900
SBER,1,16/07/20,21:09:00,211.4900000,211.5600000,211.4900000,211.5600000,130
SBER,1,16/07/20,21:10:00,211.5600000,211.5600000,211.5400000,211.5600000,400
SBER,1,16/07/20,21:11:00,211.5600000,211.6500000,211.5600000,211.5600000,23470
SBER,1,16/07/20,21:12:00,211.6100000,211.7300000,211.5800000,211.5800000,10140
SBER,1,16/07/20,21:13:00,211.7200000,211.7200000,211.6000000,211.6000000,7040
SBER,1,16/07/20,21:14:00,211.6100000,211.7000000,211.6100000,211.6100000,280
SBER,1,16/07/20,21:15:00,211.7000000,211.7400000,211.7000000,211.7400000,5310
SBER,1,16/07/20,21:16:00,211.7400000,211.7400000,211.7000000,211.7000000,50
SBER,1,16/07/20,21:17:00,211.6200000,211.7100000,211.6200000,211.7100000,3520
SBER,1,16/07/20,21:18:00,211.6500000,211.7000000,211.6100000,211.7000000,270
SBER,1,16/07/20,21:20:00,211.7000000,211.7300000,211.5800000,211.5800000,6670
SBER,1,16/07/20,21:21:00,211.6900000,211.7400000,211.6900000,211.7400000,3510
SBER,1,16/07/20,21:22:00,211.6000000,211.6500000,211.6000000,211.6500000,570
SBER,1,16/07/20,21:23:00,211.5800000,211.6500000,211.5800000,211.6500000,610
SBER,1,16/07/20,21:24:00,211.6400000,211.6500000,211.5600000,211.6400000,1020
SBER,1,16/07/20,21:25:00,211.6400000,211.6500000,211.5600000,211.6400000,870
SBER,1,16/07/20,21:26:00,211.6300000,211.6500000,211.5600000,211.5600000,3040
SBER,1,16/07/20,21:27:00,211.5800000,211.5800000,211.5800000,211.5800000,50
SBER,1,16/07/20,21:28:00,211.6400000,211.6500000,211.5800000,211.5800000,530
SBER,1,16/07/20,21:29:00,211.5800000,211.6000000,211.5800000,211.5800000,120
SBER,1,16/07/20,21:30:00,211.5900000,211.6400000,211.5900000,211.6400000,110
SBER,1,16/07/20,21:31:00,211.6400000,211.6500000,211.6300000,211.6300000,1090
SBER,1,16/07/20,21:32:00,211.6500000,211.6500000,211.6500000,211.6500000,2200
SBER,1,16/07/20,21:33:00,211.6500000,211.6500000,211.6000000,211.6000000,14990
SBER,1,16/07/20,21:34:00,211.6000000,211.6500000,211.5800000,211.5800000,3500
SBER,1,16/07/20,21:35:00,211.5900000,211.5900000,211.5800000,211.5800000,1770
SBER,1,16/07/20,21:36:00,211.5800000,211.5800000,211.5800000,211.5800000,1010
SBER,1,16/07/20,21:37:00,211.5700000,211.5700000,211.5600000,211.5600000,160
SBER,1,16/07/20,21:38:00,211.5600000,211.5600000,211.5600000,211.5600000,700
SBER,1,16/07/20,21:39:00,211.5600000,211.5600000,211.5300000,211.5300000,2890
SBER,1,16/07/20,21:40:00,211.5400000,211.5500000,211.5400000,211.5500000,2500
SBER,1,16/07/20,21:41:00,211.5500000,211.5500000,211.5500000,211.5500000,7130
SBER,1,16/07/20,21:42:00,211.5500000,211.6000000,211.5300000,211.5300000,3700
SBER,1,16/07/20,21:43:00,211.5400000,211.6100000,211.5400000,211.6100000,20
SBER,1,16/07/20,21:44:00,211.6000000,211.6000000,211.6000000,211.6000000,100
SBER,1,16/07/20,21:45:00,211.6000000,211.6000000,211.5300000,211.5300000,50
SBER,1,16/07/20,21:46:00,211.5500000,211.5900000,211.5200000,211.5200000,1020
SBER,1,16/07/20,21:47:00,211.5500000,211.5500000,211.5500000,211.5500000,710
SBER,1,16/07/20,21:48:00,211.5400000,211.5400000,211.5400000,211.5400000,300
SBER,1,16/07/20,21:49:00,211.5400000,211.5900000,211.5000000,211.5000000,5190
SBER,1,16/07/20,21:50:00,211.4800000,211.5800000,211.4800000,211.4800000,1710
SBER,1,16/07/20,21:51:00,211.4900000,211.5500000,211.4200000,211.4400000,3360
SBER,1,16/07/20,21:52:00,211.4500000,211.5000000,211.4100000,211.4100000,4500
SBER,1,16/07/20,21:53:00,211.4900000,211.4900000,211.4200000,211.4900000,90
SBER,1,16/07/20,21:54:00,211.4900000,211.4900000,211.4000000,211.4900000,7610
SBER,1,16/07/20,21:55:00,211.3900000,211.4900000,211.3500000,211.3500000,3180
SBER,1,16/07/20,21:56:00,211.3600000,211.4600000,211.3400000,211.3400000,4210
SBER,1,16/07/20,21:57:00,211.4400000,211.4500000,211.3500000,211.3500000,130
SBER,1,16/07/20,21:58:00,211.4400000,211.4400000,211.3600000,211.4400000,150
SBER,1,16/07/20,22:00:00,211.3600000,211.4200000,211.3000000,211.3000000,2380
SBER,1,16/07/20,22:01:00,211.3000000,211.4000000,211.3000000,211.3000000,3750
SBER,1,16/07/20,22:02:00,211.2800000,211.3000000,211.2000000,211.2300000,7350
SBER,1,16/07/20,22:03:00,211.3000000,211.3000000,211.2000000,211.3000000,5360
SBER,1,16/07/20,22:04:00,211.2200000,211.2300000,211.2000000,211.2300000,3750
SBER,1,16/07/20,22:05:00,211.2300000,211.3000000,211.1500000,211.2100000,16900
SBER,1,16/07/20,22:06:00,211.2100000,211.2400000,211.2100000,211.2400000,1370
SBER,1,16/07/20,22:07:00,211.2400000,211.2400000,211.1700000,211.2100000,7920
SBER,1,16/07/20,22:08:00,211.2100000,211.3400000,211.1800000,211.1800000,11330
SBER,1,16/07/20,22:09:00,211.1700000,211.2200000,211.1500000,211.1600000,10420
SBER,1,16/07/20,22:10:00,211.1600000,211.3600000,211.1500000,211.3600000,3720
SBER,1,16/07/20,22:11:00,211.3600000,211.3600000,211.2300000,211.2300000,1030
SBER,1,16/07/20,22:12:00,211.2300000,211.3100000,211.2200000,211.3100000,660
SBER,1,16/07/20,22:13:00,211.2000000,211.3200000,211.1900000,211.1900000,350
SBER,1,16/07/20,22:14:00,211.2900000,211.2900000,211.1700000,211.2500000,2030
SBER,1,16/07/20,22:15:00,211.2900000,211.3600000,211.1700000,211.3600000,5720
SBER,1,16/07/20,22:16:00,211.3200000,211.3200000,211.3200000,211.3200000,810
SBER,1,16/07/20,22:17:00,211.3200000,211.3200000,211.2700000,211.3000000,1970
SBER,1,16/07/20,22:18:00,211.3000000,211.3600000,211.2200000,211.3500000,3300
SBER,1,16/07/20,22:19:00,211.3000000,211.4200000,211.2200000,211.4200000,9510
SBER,1,16/07/20,22:20:00,211.3100000,211.4500000,211.3000000,211.4500000,4060
SBER,1,16/07/20,22:21:00,211.4500000,211.4500000,211.4000000,211.4500000,100
SBER,1,16/07/20,22:22:00,211.4500000,211.4700000,211.4400000,211.4700000,7230
SBER,1,16/07/20,22:23:00,211.4700000,211.4700000,211.4700000,211.4700000,10
SBER,1,16/07/20,22:24:00,211.4700000,211.4800000,211.4000000,211.4700000,1020
SBER,1,16/07/20,22:25:00,211.4700000,211.5000000,211.4700000,211.5000000,4450
SBER,1,16/07/20,22:26:00,211.4700000,211.4900000,211.4700000,211.4900000,50
SBER,1,16/07/20,22:27:00,211.3900000,211.3900000,211.3900000,211.3900000,50
SBER,1,16/07/20,22:28:00,211.4800000,211.4900000,211.4600000,211.4900000,1550
SBER,1,16/07/20,22:29:00,211.4900000,211.5500000,211.4800000,211.5400000,2460
SBER,1,16/07/20,22:30:00,211.5400000,211.6500000,211.4800000,211.6500000,10500
SBER,1,16/07/20,22:31:00,211.6500000,211.6500000,211.4800000,211.5500000,1090
SBER,1,16/07/20,22:33:00,211.5000000,211.6400000,211.4600000,211.6400000,6290
SBER,1,16/07/20,22:34:00,211.5500000,211.5500000,211.4900000,211.4900000,4310
SBER,1,16/07/20,22:35:00,211.5600000,211.5600000,211.5000000,211.5200000,2440
SBER,1,16/07/20,22:36:00,211.5200000,211.6400000,211.5100000,211.6400000,11440
SBER,1,16/07/20,22:37:00,211.6100000,211.6200000,211.6100000,211.6200000,1410
SBER,1,16/07/20,22:38:00,211.6300000,211.6700000,211.5800000,211.5900000,15690
SBER,1,16/07/20,22:39:00,211.6800000,211.7200000,211.6100000,211.6200000,9150
SBER,1,16/07/20,22:40:00,211.7100000,211.7400000,211.7000000,211.7400000,22290
SBER,1,16/07/20,22:41:00,211.7400000,211.7400000,211.5200000,211.5900000,57970
SBER,1,16/07/20,22:42:00,211.5500000,211.5900000,211.1200000,211.3100000,148550
SBER,1,16/07/20,22:43:00,211.2600000,211.4000000,211.2600000,211.4000000,10200
SBER,1,16/07/20,22:44:00,211.4000000,211.4000000,211.3200000,211.4000000,5210
SBER,1,16/07/20,22:45:00,211.4000000,211.4000000,211.4000000,211.4000000,170
SBER,1,16/07/20,22:46:00,211.4000000,211.4500000,211.4000000,211.4400000,3830
SBER,1,16/07/20,22:47:00,211.3700000,211.3700000,211.3700000,211.3700000,380
SBER,1,16/07/20,22:48:00,211.4400000,211.4400000,211.3100000,211.3100000,850
SBER,1,16/07/20,22:49:00,211.3300000,211.3300000,211.1300000,211.2500000,16370
SBER,1,16/07/20,22:50:00,211.2500000,211.2700000,211.1400000,211.2700000,18090
SBER,1,16/07/20,22:51:00,211.2700000,211.2700000,211.2100000,211.2100000,580
SBER,1,16/07/20,22:52:00,211.2600000,211.3200000,211.2600000,211.2700000,670
SBER,1,16/07/20,22:53:00,211.3300000,211.3300000,211.2700000,211.2700000,1320
SBER,1,16/07/20,22:54:00,211.2800000,211.4100000,211.2700000,211.2700000,1110
SBER,1,16/07/20,22:55:00,211.3900000,211.4300000,211.3900000,211.4000000,4590
SBER,1,16/07/20,22:56:00,211.4300000,211.5000000,211.4000000,211.5000000,2450
SBER,1,16/07/20,22:57:00,211.5000000,211.5700000,211.4600000,211.5700000,9210
SBER,1,16/07/20,22:58:00,211.5200000,211.5400000,211.4800000,211.5400000,560
SBER,1,16/07/20,22:59:00,211.4800000,211.5500000,211.4600000,211.5400000,24300
SBER,1,16/07/20,23:00:00,211.4600000,211.5700000,211.4600000,211.5700000,2090
SBER,1,16/07/20,23:02:00,211.5600000,211.5600000,211.5600000,211.5600000,20
SBER,1,16/07/20,23:03:00,211.4800000,211.4800000,211.4800000,211.4800000,200
SBER,1,16/07/20,23:04:00,211.5000000,211.5000000,211.4600000,211.4900000,5000
SBER,1,16/07/20,23:05:00,211.4700000,211.4700000,211.4700000,211.4700000,30
SBER,1,16/07/20,23:06:00,211.4600000,211.4600000,211.4600000,211.4600000,20
SBER,1,16/07/20,23:07:00,211.4600000,211.4800000,211.4400000,211.4800000,1530
SBER,1,16/07/20,23:08:00,211.4800000,211.4800000,211.4400000,211.4400000,15200
SBER,1,16/07/20,23:09:00,211.4800000,211.4800000,211.4400000,211.4500000,80
SBER,1,16/07/20,23:10:00,211.4400000,211.5000000,211.4400000,211.5000000,3750
SBER,1,16/07/20,23:11:00,211.5100000,211.5500000,211.4400000,211.5500000,11450
SBER,1,16/07/20,23:12:00,211.5600000,211.5600000,211.4700000,211.4700000,100
SBER,1,16/07/20,23:13:00,211.4700000,211.5700000,211.4700000,211.5700000,30
SBER,1,16/07/20,23:14:00,211.5000000,211.5700000,211.5000000,211.5700000,530
SBER,1,16/07/20,23:15:00,211.5100000,211.5100000,211.5100000,211.5100000,1000
SBER,1,16/07/20,23:16:00,211.5100000,211.5600000,211.5100000,211.5600000,790
SBER,1,16/07/20,23:17:00,211.5600000,211.5600000,211.5100000,211.5100000,50
SBER,1,16/07/20,23:18:00,211.5400000,211.5600000,211.5000000,211.5000000,1590
SBER,1,16/07/20,23:19:00,211.5000000,211.5600000,211.5000000,211.5000000,10980
SBER,1,16/07/20,23:20:00,211.4700000,211.5000000,211.4600000,211.5000000,190
SBER,1,16/07/20,23:21:00,211.4600000,211.5000000,211.4500000,211.5000000,5390
SBER,1,16/07/20,23:22:00,211.4500000,211.4900000,211.4400000,211.4900000,2560
SBER,1,16/07/20,23:23:00,211.4800000,211.4900000,211.4800000,211.4900000,150
SBER,1,16/07/20,23:24:00,211.4700000,211.4700000,211.4400000,211.4400000,950
SBER,1,16/07/20,23:25:00,211.4900000,211.4900000,211.4700000,211.4700000,20
SBER,1,16/07/20,23:26:00,211.4700000,211.4700000,211.3800000,211.4600000,10130
SBER,1,16/07/20,23:27:00,211.3800000,211.3800000,211.3800000,211.3800000,2180
SBER,1,16/07/20,23:28:00,211.3800000,211.3900000,211.3800000,211.3800000,600
SBER,1,16/07/20,23:29:00,211.3900000,211.4400000,211.3100000,211.4400000,10030
SBER,1,16/07/20,23:30:00,211.3200000,211.4400000,211.3200000,211.3200000,30
SBER,1,16/07/20,23:31:00,211.4400000,211.4400000,211.2700000,211.2700000,15120
SBER,1,16/07/20,23:32:00,211.2900000,211.4400000,211.2900000,211.4400000,510
SBER,1,16/07/20,23:33:00,211.4200000,211.4200000,211.3000000,211.3000000,130
SBER,1,16/07/20,23:34:00,211.4000000,211.4300000,211.4000000,211.4000000,2970
SBER,1,16/07/20,23:35:00,211.4000000,211.4000000,211.4000000,211.4000000,400
SBER,1,16/07/20,23:36:00,211.4300000,211.4400000,211.4300000,211.4400000,70
SBER,1,16/07/20,23:37:00,211.4000000,211.4400000,211.3300000,211.3300000,15950
SBER,1,16/07/20,23:38:00,211.3300000,211.3300000,211.3100000,211.3100000,2540
SBER,1,16/07/20,23:39:00,211.3300000,211.4100000,211.2800000,211.2900000,3630
SBER,1,16/07/20,23:40:00,211.3000000,211.4000000,211.3000000,211.4000000,660
SBER,1,16/07/20,23:41:00,211.4300000,211.4300000,211.4000000,211.4000000,40
SBER,1,16/07/20,23:42:00,211.4000000,211.4300000,211.4000000,211.4000000,800
SBER,1,16/07/20,23:43:00,211.4000000,211.4000000,211.4000000,211.4000000,830
SBER,1,16/07/20,23:44:00,211.3500000,211.4100000,211.2900000,211.4100000,20400
SBER,1,16/07/20,23:45:00,211.4000000,211.4000000,211.4000000,211.4000000,10
SBER,1,16/07/20,23:46:00,211.4000000,211.4000000,211.4000000,211.4000000,110
SBER,1,16/07/20,23:47:00,211.4000000,211.4000000,211.3000000,211.4000000,570
SBER,1,16/07/20,23:48:00,211.3100000,211.4000000,211.3100000,211.3600000,1270
SBER,1,16/07/20,23:49:00,211.3900000,211.4100000,211.3600000,211.3600000,4430
SBER,1,16/07/20,23:50:00,211.3600000,211.4200000,211.3400000,211.3500000,3330
